,Код товара,Месяц,Направление продаж,"Продажи, шт"
1927,230,7,Оптовая торговля,48
1928,230,8,Розничная торговля,44
1929,230,8,Оптовая торговля,43
1930,230,9,Розничная торговля,48
1931,230,9,Оптовая торговля,46
1932,309,7,Розничная торговля,46
1933,309,7,Оптовая торговля,44
1934,309,8,Розничная торговля,49
1935,309,8,Оптовая торговля,48
1936,309,9,Розничная торговля,44
1937,309,9,Оптовая торговля,43
1938,34,7,Розничная торговля,43
1939,34,7,Оптовая торговля,46
1940,34,8,Розничная торговля,39
1941,34,8,Оптовая торговля,41
1942,34,9,Розничная торговля,47
1943,34,9,Оптовая торговля,49
1944,51,7,Розничная торговля,44
1945,51,7,Оптовая торговля,44
1946,51,8,Розничная торговля,46
1947,51,8,Оптовая торговля,46
1948,51,9,Розничная торговля,45
1949,51,9,Оптовая торговля,45
1950,308,7,Розничная торговля,28
1951,308,7,Оптовая торговля,28
1952,308,8,Розничная торговля,28
1953,308,8,Оптовая торговля,28
1954,308,9,Розничная торговля,28
1955,308,9,Оптовая торговля,28
1956,387,7,Розничная торговля,51
1957,387,7,Оптовая торговля,48
1958,387,8,Розничная торговля,51
1959,387,8,Оптовая торговля,51
1960,387,9,Розничная торговля,51
1961,387,9,Оптовая торговля,51
1962,47,7,Розничная торговля,49
1963,47,7,Оптовая торговля,46
1964,47,8,Розничная торговля,42
1965,47,8,Оптовая торговля,39
1966,47,9,Розничная торговля,41
1967,47,9,Оптовая торговля,38
1968,461,7,Розничная торговля,46
1969,461,7,Оптовая торговля,48
1970,461,8,Розничная торговля,45
1971,461,8,Оптовая торговля,46
1972,461,9,Розничная торговля,44
1973,461,9,Оптовая торговля,45
1974,367,7,Розничная торговля,42
1975,367,7,Оптовая торговля,42
1976,367,8,Розничная торговля,46
1977,367,8,Оптовая торговля,46
1978,367,9,Розничная торговля,48
1979,367,9,Оптовая торговля,48
1980,329,7,Розничная торговля,48
1981,329,7,Оптовая торговля,49
1982,329,8,Розничная торговля,48
1983,329,8,Оптовая торговля,48
1984,329,9,Розничная торговля,44
1985,329,9,Оптовая торговля,45
1986,49,7,Розничная торговля,46
1987,49,7,Оптовая торговля,46
1988,49,8,Розничная торговля,45
1989,49,8,Оптовая торговля,45
1990,49,9,Розничная торговля,44
1991,49,9,Оптовая торговля,44
1992,99,7,Розничная торговля,49
1993,99,7,Оптовая торговля,47
1994,99,8,Розничная торговля,53
1995,99,8,Оптовая торговля,52
1996,99,9,Розничная торговля,39
1997,99,9,Оптовая торговля,37
1998,231,7,Розничная торговля,35
1999,231,7,Оптовая торговля,35
2000,231,8,Розничная торговля,35
2001,231,8,Оптовая торговля,35
2002,231,9,Розничная торговля,35
2003,231,9,Оптовая торговля,35
2004,453,7,Розничная торговля,46
2005,453,7,Оптовая торговля,41
2006,453,8,Розничная торговля,46
2007,453,8,Оптовая торговля,41
2008,453,9,Розничная торговля,46
2009,453,9,Оптовая торговля,41
2010,23,7,Розничная торговля,48
2011,23,7,Оптовая торговля,47
2012,23,8,Розничная торговля,45
2013,23,8,Оптовая торговля,44
2014,23,9,Розничная торговля,37
2015,23,9,Оптовая торговля,37
2016,64,7,Розничная торговля,44
2017,64,7,Оптовая торговля,46
2018,64,8,Розничная торговля,44
2019,64,8,Оптовая торговля,45
2020,64,9,Розничная торговля,46
2021,64,9,Оптовая торговля,48
2022,591,7,Розничная торговля,45
2023,591,7,Оптовая торговля,45
2024,591,8,Розничная торговля,46
2025,591,8,Оптовая торговля,46
2026,591,9,Розничная торговля,44
2027,591,9,Оптовая торговля,44
2028,389,7,Розничная торговля,44
2029,389,7,Оптовая торговля,43
2030,389,8,Розничная торговля,46
2031,389,8,Оптовая торговля,45
2032,389,9,Розничная торговля,45
2033,389,9,Оптовая торговля,43
2034,201,7,Розничная торговля,45
2035,201,7,Оптовая торговля,46
2036,201,8,Розничная торговля,46
2037,201,8,Оптовая торговля,47
2038,201,9,Розничная торговля,43
2039,201,9,Оптовая торговля,44
2040,547,7,Розничная торговля,43
2041,547,7,Оптовая торговля,43
2042,547,8,Розничная торговля,45
2043,547,8,Оптовая торговля,44
2044,547,9,Розничная торговля,44
2045,547,9,Оптовая торговля,44
2046,530,7,Розничная торговля,44
2047,530,7,Оптовая торговля,44
2048,530,8,Розничная торговля,45
2049,530,8,Оптовая торговля,45
2050,530,9,Розничная торговля,42
2051,530,9,Оптовая торговля,42
2052,177,7,Розничная торговля,44
2053,177,7,Оптовая торговля,43
2054,177,8,Розничная торговля,45
2055,177,8,Оптовая торговля,44
2056,177,9,Розничная торговля,44
2057,177,9,Оптовая торговля,43
2058,552,7,Розничная торговля,46
2059,552,7,Оптовая торговля,45
2060,552,8,Розничная торговля,44
2061,552,8,Оптовая торговля,43
2062,552,9,Розничная торговля,41
2063,552,9,Оптовая торговля,41
2064,196,7,Розничная торговля,45
2065,196,7,Оптовая торговля,47
2066,196,8,Розничная торговля,45
2067,196,8,Оптовая торговля,47
2068,196,9,Розничная торговля,48
2069,196,9,Оптовая торговля,50
2070,421,7,Розничная торговля,47
2071,421,7,Оптовая торговля,47
2072,421,8,Розничная торговля,46
2073,421,8,Оптовая торговля,45
2074,421,9,Розничная торговля,44
2075,421,9,Оптовая торговля,45
2076,449,7,Розничная торговля,44
2077,449,7,Оптовая торговля,46
2078,449,8,Розничная торговля,47
2079,449,8,Оптовая торговля,48
2080,449,9,Розничная торговля,45
2081,449,9,Оптовая торговля,45
2082,59,7,Розничная торговля,46
2083,59,7,Оптовая торговля,49
2084,59,8,Розничная торговля,41
2085,59,8,Оптовая торговля,44
2086,59,9,Розничная торговля,44
2087,59,9,Оптовая торговля,48
2088,62,7,Розничная торговля,44
2089,62,7,Оптовая торговля,42
2090,62,8,Розничная торговля,42
2091,62,8,Оптовая торговля,42
2092,62,9,Розничная торговля,47
2093,62,9,Оптовая торговля,45
2094,599,7,Розничная торговля,45
2095,599,7,Оптовая торговля,66
2096,599,8,Розничная торговля,45
2097,599,8,Оптовая торговля,66
2098,599,9,Розничная торговля,45
2099,599,9,Оптовая торговля,66
2100,200,7,Розничная торговля,45
2101,200,7,Оптовая торговля,46
2102,200,8,Розничная торговля,45
2103,200,8,Оптовая торговля,47
2104,200,9,Розничная торговля,49
2105,200,9,Оптовая торговля,51
2106,455,7,Розничная торговля,39
2107,455,7,Оптовая торговля,38
2108,455,8,Розничная торговля,39
2109,455,8,Оптовая торговля,44
2110,455,9,Розничная торговля,39
2111,455,9,Оптовая торговля,38
2112,555,7,Розничная торговля,44
2113,555,7,Оптовая торговля,44
2114,555,8,Розничная торговля,46
2115,555,8,Оптовая торговля,46
2116,555,9,Розничная торговля,46
2117,555,9,Оптовая торговля,46
2118,452,7,Розничная торговля,44
2119,452,7,Оптовая торговля,43
2120,452,8,Розничная торговля,45
2121,452,8,Оптовая торговля,43
2122,452,9,Розничная торговля,43
2123,452,9,Оптовая торговля,42
2124,258,7,Розничная торговля,49
2125,258,7,Оптовая торговля,49
2126,258,8,Розничная торговля,48
2127,258,8,Оптовая торговля,46
2128,258,9,Розничная торговля,50
2129,258,9,Оптовая торговля,50
2130,594,7,Розничная торговля,46
2131,594,7,Оптовая торговля,45
2132,594,8,Розничная торговля,43
2133,594,8,Оптовая торговля,42
2134,594,9,Розничная торговля,45
2135,594,9,Оптовая торговля,44
2136,650,7,Розничная торговля,44
2137,650,7,Оптовая торговля,46
2138,650,8,Розничная торговля,43
2139,650,8,Оптовая торговля,45
2140,650,9,Розничная торговля,44
2141,650,9,Оптовая торговля,45
2142,392,7,Розничная торговля,44
2143,392,7,Оптовая торговля,45
2144,392,8,Розничная торговля,44
2145,392,8,Оптовая торговля,45
2146,392,9,Розничная торговля,46
2147,392,9,Оптовая торговля,46
2148,244,7,Розничная торговля,44
2149,244,7,Оптовая торговля,45
2150,244,8,Розничная торговля,43
2151,244,8,Оптовая торговля,43
2152,244,9,Розничная торговля,44
2153,244,9,Оптовая торговля,45
2154,526,7,Розничная торговля,45
2155,526,7,Оптовая торговля,47
2156,526,8,Розничная торговля,43
2157,526,8,Оптовая торговля,46
2158,526,9,Розничная торговля,45
2159,526,9,Оптовая торговля,48
2160,557,7,Розничная торговля,47
2161,557,7,Оптовая торговля,44
2162,557,8,Розничная торговля,42
2163,557,8,Оптовая торговля,43
2164,557,9,Розничная торговля,43
2165,557,9,Оптовая торговля,42
2166,192,7,Розничная торговля,45
2167,192,7,Оптовая торговля,44
2168,192,8,Розничная торговля,46
2169,192,8,Оптовая торговля,43
2170,192,9,Розничная торговля,40
2171,192,9,Оптовая торговля,39
2172,651,7,Розничная торговля,46
2173,651,7,Оптовая торговля,46
2174,651,8,Розничная торговля,39
2175,651,8,Оптовая торговля,39
2176,651,9,Розничная торговля,42
2177,651,9,Оптовая торговля,43
2178,647,7,Розничная торговля,45
2179,647,7,Оптовая торговля,46
2180,647,8,Розничная торговля,43
2181,647,8,Оптовая торговля,44
2182,647,9,Розничная торговля,42
2183,647,9,Оптовая торговля,42
2184,496,7,Розничная торговля,42
2185,496,7,Оптовая торговля,41
2186,496,8,Розничная торговля,47
2187,496,8,Оптовая торговля,46
2188,496,9,Розничная торговля,42
2189,496,9,Оптовая торговля,41
2190,310,7,Розничная торговля,45
2191,310,7,Оптовая торговля,44
2192,310,8,Розничная торговля,44
2193,310,8,Оптовая торговля,43
2194,310,9,Розничная торговля,40
2195,310,9,Оптовая торговля,39
2196,394,7,Розничная торговля,44
2197,394,7,Оптовая торговля,44
2198,394,8,Розничная торговля,45
2199,394,8,Оптовая торговля,45
2200,394,9,Розничная торговля,42
2201,394,9,Оптовая торговля,41
2202,472,7,Розничная торговля,43
2203,472,7,Оптовая торговля,44
2204,472,8,Розничная торговля,44
2205,472,8,Оптовая торговля,45
2206,472,9,Розничная торговля,44
2207,472,9,Оптовая торговля,45
2208,340,7,Розничная торговля,45
2209,340,7,Оптовая торговля,46
2210,340,8,Розничная торговля,43
2211,340,8,Оптовая торговля,45
2212,340,9,Розничная торговля,43
2213,340,9,Оптовая торговля,45
2214,619,7,Розничная торговля,45
2215,619,7,Оптовая торговля,46
2216,619,8,Розничная торговля,41
2217,619,8,Оптовая торговля,41
2218,619,9,Розничная торговля,48
2219,619,9,Оптовая торговля,49
2220,589,7,Розничная торговля,46
2221,589,7,Оптовая торговля,44
2222,589,8,Розничная торговля,45
2223,589,8,Оптовая торговля,44
2224,589,9,Розничная торговля,46
2225,589,9,Оптовая торговля,45
2226,586,7,Розничная торговля,52
2227,586,7,Оптовая торговля,51
2228,586,8,Розничная торговля,40
2229,586,8,Оптовая торговля,40
2230,586,9,Розничная торговля,48
2231,586,9,Оптовая торговля,47
2232,82,7,Розничная торговля,42
2233,82,7,Оптовая торговля,41
2234,82,8,Розничная торговля,47
2235,82,8,Оптовая торговля,46
2236,82,9,Розничная торговля,44
2237,82,9,Оптовая торговля,43
2238,226,7,Розничная торговля,44
2239,226,7,Оптовая торговля,44
2240,226,8,Розничная торговля,46
2241,226,8,Оптовая торговля,45
2242,226,9,Розничная торговля,43
2243,226,9,Оптовая торговля,42
2244,171,7,Розничная торговля,45
2245,171,7,Оптовая торговля,45
2246,171,8,Розничная торговля,45
2247,171,8,Оптовая торговля,44
2248,171,9,Розничная торговля,44
2249,171,9,Оптовая торговля,44
2250,510,7,Розничная торговля,46
2251,510,7,Оптовая торговля,43
2252,510,8,Розничная торговля,43
2253,510,8,Оптовая торговля,41
2254,510,9,Розничная торговля,43
2255,510,9,Оптовая торговля,40
2256,626,7,Розничная торговля,43
2257,626,7,Оптовая торговля,41
2258,626,8,Розничная торговля,47
2259,626,8,Оптовая торговля,44
2260,626,9,Розничная торговля,45
2261,626,9,Оптовая торговля,45
2262,302,7,Розничная торговля,42
2263,302,7,Оптовая торговля,41
2264,302,8,Розничная торговля,46
2265,302,8,Оптовая торговля,46
2266,302,9,Розничная торговля,42
2267,302,9,Оптовая торговля,42
2268,638,7,Розничная торговля,41
2269,638,7,Оптовая торговля,43
2270,638,8,Розничная торговля,45
2271,638,8,Оптовая торговля,45
2272,638,9,Розничная торговля,45
2273,638,9,Оптовая торговля,43
2274,342,7,Розничная торговля,38
2275,342,7,Оптовая торговля,40
2276,342,8,Розничная торговля,45
2277,342,8,Оптовая торговля,48
2278,342,9,Розничная торговля,47
2279,342,9,Оптовая торговля,49
2280,615,7,Розничная торговля,42
2281,615,7,Оптовая торговля,44
2282,615,8,Розничная торговля,43
2283,615,8,Оптовая торговля,44
2284,615,9,Розничная торговля,43
2285,615,9,Оптовая торговля,45
2286,25,7,Розничная торговля,45
2287,25,7,Оптовая торговля,45
2288,25,8,Розничная торговля,45
2289,25,8,Оптовая торговля,45
2290,25,9,Розничная торговля,42
2291,25,9,Оптовая торговля,42
2292,563,7,Розничная торговля,45
2293,563,7,Оптовая торговля,44
2294,563,8,Розничная торговля,47
2295,563,8,Оптовая торговля,46
2296,563,9,Розничная торговля,43
2297,563,9,Оптовая торговля,43
2298,178,7,Розничная торговля,49
2299,178,7,Оптовая торговля,49
2300,178,8,Розничная торговля,46
2301,178,8,Оптовая торговля,46
2302,178,9,Розничная торговля,45
2303,178,9,Оптовая торговля,45
2304,107,7,Розничная торговля,47
2305,107,7,Оптовая торговля,47
2306,107,8,Розничная торговля,40
2307,107,8,Оптовая торговля,40
2308,107,9,Розничная торговля,46
2309,107,9,Оптовая торговля,46
2310,418,7,Розничная торговля,49
2311,418,7,Оптовая торговля,50
2312,418,8,Розничная торговля,45
2313,418,8,Оптовая торговля,46
2314,418,9,Розничная торговля,47
2315,418,9,Оптовая торговля,48
2316,43,7,Розничная торговля,44
2317,43,7,Оптовая торговля,43
2318,43,8,Розничная торговля,38
2319,43,8,Оптовая торговля,42
2320,43,9,Розничная торговля,46
2321,43,9,Оптовая торговля,46
2322,167,7,Розничная торговля,66
2323,167,7,Оптовая торговля,52
2324,167,8,Розничная торговля,58
2325,167,8,Оптовая торговля,44
2326,167,9,Розничная торговля,62
2327,167,9,Оптовая торговля,56
2328,447,7,Розничная торговля,48
2329,447,7,Оптовая торговля,49
2330,447,8,Розничная торговля,45
2331,447,8,Оптовая торговля,46
2332,447,9,Розничная торговля,49
2333,447,9,Оптовая торговля,50
2334,126,7,Розничная торговля,46
2335,126,7,Оптовая торговля,46
2336,126,8,Розничная торговля,49
2337,126,8,Оптовая торговля,49
2338,126,9,Розничная торговля,45
2339,126,9,Оптовая торговля,45
2340,154,7,Розничная торговля,36
2341,154,7,Оптовая торговля,36
2342,154,8,Розничная торговля,42
2343,154,8,Оптовая торговля,42
2344,154,9,Розничная торговля,48
2345,154,9,Оптовая торговля,48
2346,271,7,Розничная торговля,42
2347,271,7,Оптовая торговля,45
2348,271,8,Розничная торговля,46
2349,271,8,Оптовая торговля,48
2350,271,9,Розничная торговля,41
2351,271,9,Оптовая торговля,45
2352,398,7,Розничная торговля,44
2353,398,7,Оптовая торговля,45
2354,398,8,Розничная торговля,45
2355,398,8,Оптовая торговля,46
2356,398,9,Розничная торговля,45
2357,398,9,Оптовая торговля,46
2358,133,7,Розничная торговля,44
2359,133,7,Оптовая торговля,45
2360,133,8,Розничная торговля,43
2361,133,8,Оптовая торговля,44
2362,133,9,Розничная торговля,44
2363,133,9,Оптовая торговля,45
2364,655,7,Розничная торговля,43
2365,655,7,Оптовая торговля,43
2366,655,8,Розничная торговля,48
2367,655,8,Оптовая торговля,49
2368,655,9,Розничная торговля,45
2369,655,9,Оптовая торговля,46
2370,357,7,Розничная торговля,45
2371,357,7,Оптовая торговля,44
2372,357,8,Розничная торговля,44
2373,357,8,Оптовая торговля,42
2374,357,9,Розничная торговля,44
2375,357,9,Оптовая торговля,44
2376,247,7,Розничная торговля,43
2377,247,7,Оптовая торговля,43
2378,247,8,Розничная торговля,45
2379,247,8,Оптовая торговля,46
2380,247,9,Розничная торговля,43
2381,247,9,Оптовая торговля,44
2382,582,7,Розничная торговля,43
2383,582,7,Оптовая торговля,43
2384,582,8,Розничная торговля,45
2385,582,8,Оптовая торговля,44
2386,582,9,Розничная торговля,45
2387,582,9,Оптовая торговля,44
2388,194,7,Розничная торговля,45
2389,194,7,Оптовая торговля,44
2390,194,8,Розничная торговля,44
2391,194,8,Оптовая торговля,45
2392,194,9,Розничная торговля,41
2393,194,9,Оптовая торговля,41
2394,12,7,Розничная торговля,42
2395,12,7,Оптовая торговля,43
2396,12,8,Розничная торговля,42
2397,12,8,Оптовая торговля,43
2398,12,9,Розничная торговля,46
2399,12,9,Оптовая торговля,47
2400,66,7,Розничная торговля,44
2401,66,7,Оптовая торговля,44
2402,66,8,Розничная торговля,44
2403,66,8,Оптовая торговля,45
2404,66,9,Розничная торговля,43
2405,66,9,Оптовая торговля,43
2406,215,7,Розничная торговля,47
2407,215,7,Оптовая торговля,41
2408,215,8,Розничная торговля,49
2409,215,8,Оптовая торговля,43
2410,215,9,Розничная торговля,47
2411,215,9,Оптовая торговля,40
2412,153,7,Розничная торговля,46
2413,153,7,Оптовая торговля,47
2414,153,8,Розничная торговля,50
2415,153,8,Оптовая торговля,52
2416,153,9,Розничная торговля,49
2417,153,9,Оптовая торговля,51
2418,595,7,Розничная торговля,44
2419,595,7,Оптовая торговля,44
2420,595,8,Розничная торговля,41
2421,595,8,Оптовая торговля,41
2422,595,9,Розничная торговля,46
2423,595,9,Оптовая торговля,46
2424,250,7,Розничная торговля,42
2425,250,7,Оптовая торговля,43
2426,250,8,Розничная торговля,43
2427,250,8,Оптовая торговля,42
2428,250,9,Розничная торговля,41
2429,250,9,Оптовая торговля,40
2430,549,7,Розничная торговля,45
2431,549,7,Оптовая торговля,47
2432,549,8,Розничная торговля,45
2433,549,8,Оптовая торговля,46
2434,549,9,Розничная торговля,49
2435,549,9,Оптовая торговля,48
2436,519,7,Розничная торговля,46
2437,519,7,Оптовая торговля,45
2438,519,8,Розничная торговля,49
2439,519,8,Оптовая торговля,47
2440,519,9,Розничная торговля,46
2441,519,9,Оптовая торговля,45
2442,405,7,Розничная торговля,43
2443,405,7,Оптовая торговля,43
2444,405,8,Розничная торговля,44
2445,405,8,Оптовая торговля,44
2446,405,9,Розничная торговля,47
2447,405,9,Оптовая торговля,48
2448,644,7,Розничная торговля,45
2449,644,7,Оптовая торговля,44
2450,644,8,Розничная торговля,46
2451,644,8,Оптовая торговля,45
2452,644,9,Розничная торговля,47
2453,644,9,Оптовая торговля,46
2454,633,7,Розничная торговля,45
2455,633,7,Оптовая торговля,44
2456,633,8,Розничная торговля,44
2457,633,8,Оптовая торговля,44
2458,633,9,Розничная торговля,44
2459,633,9,Оптовая торговля,43
2460,566,7,Розничная торговля,44
2461,566,7,Оптовая торговля,44
2462,566,8,Розничная торговля,45
2463,566,8,Оптовая торговля,45
2464,566,9,Розничная торговля,46
2465,566,9,Оптовая торговля,46
2466,102,7,Розничная торговля,53
2467,102,7,Оптовая торговля,53
2468,102,8,Розничная торговля,53
2469,102,8,Оптовая торговля,42
2470,102,9,Розничная торговля,53
2471,102,9,Оптовая торговля,36
2472,333,7,Розничная торговля,45
2473,333,7,Оптовая торговля,44
2474,333,8,Розничная торговля,45
2475,333,8,Оптовая торговля,44
2476,333,9,Розничная торговля,42
2477,333,9,Оптовая торговля,41
2478,208,7,Розничная торговля,43
2479,208,7,Оптовая торговля,43
2480,208,8,Розничная торговля,46
2481,208,8,Оптовая торговля,47
2482,208,9,Розничная торговля,42
2483,208,9,Оптовая торговля,43
2484,186,7,Розничная торговля,46
2485,186,7,Оптовая торговля,46
2486,186,8,Розничная торговля,45
2487,186,8,Оптовая торговля,45
2488,186,9,Розничная торговля,48
2489,186,9,Оптовая торговля,48
2490,140,7,Розничная торговля,50
2491,140,7,Оптовая торговля,51
2492,140,8,Розничная торговля,46
2493,140,8,Оптовая торговля,47
2494,140,9,Розничная торговля,49
2495,140,9,Оптовая торговля,50
2496,561,7,Розничная торговля,45
2497,561,7,Оптовая торговля,44
2498,561,8,Розничная торговля,48
2499,561,8,Оптовая торговля,46
2500,561,9,Розничная торговля,46
2501,561,9,Оптовая торговля,45
2502,123,7,Розничная торговля,42
2503,123,7,Оптовая торговля,42
2504,123,8,Розничная торговля,46
2505,123,8,Оптовая торговля,45
2506,123,9,Розничная торговля,45
2507,123,9,Оптовая торговля,45
2508,597,7,Розничная торговля,45
2509,597,7,Оптовая торговля,44
2510,597,8,Розничная торговля,45
2511,597,8,Оптовая торговля,43
2512,597,9,Розничная торговля,44
2513,597,9,Оптовая торговля,43
2514,182,7,Розничная торговля,43
2515,182,7,Оптовая торговля,42
2516,182,8,Розничная торговля,42
2517,182,8,Оптовая торговля,42
2518,182,9,Розничная торговля,47
2519,182,9,Оптовая торговля,47
2520,401,7,Розничная торговля,48
2521,401,7,Оптовая торговля,47
2522,401,8,Розничная торговля,48
2523,401,8,Оптовая торговля,47
2524,401,9,Розничная торговля,45
2525,401,9,Оптовая торговля,44
2526,604,7,Розничная торговля,43
2527,604,7,Оптовая торговля,43
2528,604,8,Розничная торговля,44
2529,604,8,Оптовая торговля,43
2530,604,9,Розничная торговля,42
2531,604,9,Оптовая торговля,42
2532,17,7,Розничная торговля,42
2533,17,7,Оптовая торговля,42
2534,17,8,Розничная торговля,47
2535,17,8,Оптовая торговля,47
2536,17,9,Розничная торговля,45
2537,17,9,Оптовая торговля,45
2538,657,7,Розничная торговля,46
2539,657,7,Оптовая торговля,46
2540,657,8,Розничная торговля,44
2541,657,8,Оптовая торговля,45
2542,657,9,Розничная торговля,47
2543,657,9,Оптовая торговля,47
2544,538,7,Розничная торговля,40
2545,538,7,Оптовая торговля,43
2546,538,8,Розничная торговля,40
2547,538,8,Оптовая торговля,40
2548,538,9,Розничная торговля,37
2549,538,9,Оптовая торговля,38
2550,116,7,Розничная торговля,42
2551,116,7,Оптовая торговля,39
2552,116,8,Розничная торговля,45
2553,116,8,Оптовая торговля,42
2554,116,9,Розничная торговля,45
2555,116,9,Оптовая торговля,41
2556,349,7,Розничная торговля,47
2557,349,7,Оптовая торговля,47
2558,349,8,Розничная торговля,38
2559,349,8,Оптовая торговля,38
2560,349,9,Розничная торговля,42
2561,349,9,Оптовая торговля,42
2562,72,7,Розничная торговля,48
2563,72,7,Оптовая торговля,48
2564,72,8,Розничная торговля,47
2565,72,8,Оптовая торговля,48
2566,72,9,Розничная торговля,45
2567,72,9,Оптовая торговля,46
2568,454,7,Розничная торговля,45
2569,454,7,Оптовая торговля,44
2570,454,8,Розничная торговля,44
2571,454,8,Оптовая торговля,43
2572,454,9,Розничная торговля,44
2573,454,9,Оптовая торговля,42
2574,432,7,Розничная торговля,51
2575,432,7,Оптовая торговля,50
2576,432,8,Розничная торговля,47
2577,432,8,Оптовая торговля,45
2578,432,9,Розничная торговля,45
2579,432,9,Оптовая торговля,43
2580,590,7,Розничная торговля,48
2581,590,7,Оптовая торговля,47
2582,590,8,Розничная торговля,49
2583,590,8,Оптовая торговля,48
2584,590,9,Розничная торговля,42
2585,590,9,Оптовая торговля,41
2586,622,7,Розничная торговля,53
2587,622,7,Оптовая торговля,53
2588,622,8,Розничная торговля,46
2589,622,8,Оптовая торговля,47
2590,622,9,Розничная торговля,47
2591,622,9,Оптовая торговля,47
2592,224,7,Розничная торговля,39
2593,224,7,Оптовая торговля,43
2594,224,8,Розничная торговля,42
2595,224,8,Оптовая торговля,45
2596,224,9,Розничная торговля,40
2597,224,9,Оптовая торговля,43
2598,73,7,Розничная торговля,43
2599,73,7,Оптовая торговля,44
2600,73,8,Розничная торговля,38
2601,73,8,Оптовая торговля,42
2602,73,9,Розничная торговля,43
2603,73,9,Оптовая торговля,44
2604,609,7,Розничная торговля,42
2605,609,7,Оптовая торговля,43
2606,609,8,Розничная торговля,41
2607,609,8,Оптовая торговля,45
2608,609,9,Розничная торговля,49
2609,609,9,Оптовая торговля,47
2610,525,7,Розничная торговля,42
2611,525,7,Оптовая торговля,43
2612,525,8,Розничная торговля,43
2613,525,8,Оптовая торговля,43
2614,525,9,Розничная торговля,45
2615,525,9,Оптовая торговля,46
2616,465,7,Розничная торговля,45
2617,465,7,Оптовая торговля,43
2618,465,8,Розничная торговля,44
2619,465,8,Оптовая торговля,43
2620,465,9,Розничная торговля,50
2621,465,9,Оптовая торговля,48
2622,243,7,Розничная торговля,45
2623,243,7,Оптовая торговля,44
2624,243,8,Розничная торговля,45
2625,243,8,Оптовая торговля,44
2626,243,9,Розничная торговля,47
2627,243,9,Оптовая торговля,46
2628,376,7,Розничная торговля,45
2629,376,7,Оптовая торговля,45
2630,376,8,Розничная торговля,45
2631,376,8,Оптовая торговля,45
2632,376,9,Розничная торговля,48
2633,376,9,Оптовая торговля,48
2634,483,7,Розничная торговля,49
2635,483,7,Оптовая торговля,51
2636,483,8,Розничная торговля,49
2637,483,8,Оптовая торговля,46
2638,483,9,Розничная торговля,43
2639,483,9,Оптовая торговля,46
2640,273,7,Розничная торговля,46
2641,273,7,Оптовая торговля,44
2642,273,8,Розничная торговля,44
2643,273,8,Оптовая торговля,44
2644,273,9,Розничная торговля,48
2645,273,9,Оптовая торговля,47
2646,332,7,Розничная торговля,45
2647,332,7,Оптовая торговля,43
2648,332,8,Розничная торговля,47
2649,332,8,Оптовая торговля,45
2650,332,9,Розничная торговля,44
2651,332,9,Оптовая торговля,43
2652,656,7,Розничная торговля,46
2653,656,7,Оптовая торговля,48
2654,656,8,Розничная торговля,43
2655,656,8,Оптовая торговля,45
2656,656,9,Розничная торговля,45
2657,656,9,Оптовая торговля,47
2658,227,7,Розничная торговля,45
2659,227,7,Оптовая торговля,40
2660,227,8,Розничная торговля,50
2661,227,8,Оптовая торговля,46
2662,227,9,Розничная торговля,53
2663,227,9,Оптовая торговля,50
2664,469,7,Розничная торговля,38
2665,469,7,Оптовая торговля,39
2666,469,8,Розничная торговля,42
2667,469,8,Оптовая торговля,44
2668,469,9,Розничная торговля,38
2669,469,9,Оптовая торговля,39
2670,165,7,Розничная торговля,42
2671,165,7,Оптовая торговля,41
2672,165,8,Розничная торговля,45
2673,165,8,Оптовая торговля,44
2674,165,9,Розничная торговля,50
2675,165,9,Оптовая торговля,49
2676,480,7,Розничная торговля,49
2677,480,7,Оптовая торговля,49
2678,480,8,Розничная торговля,45
2679,480,8,Оптовая торговля,44
2680,480,9,Розничная торговля,46
2681,480,9,Оптовая торговля,45
2682,54,7,Розничная торговля,44
2683,54,7,Оптовая торговля,44
2684,54,8,Розничная торговля,46
2685,54,8,Оптовая торговля,46
2686,54,9,Розничная торговля,41
2687,54,9,Оптовая торговля,40
2688,282,7,Розничная торговля,45
2689,282,7,Оптовая торговля,44
2690,282,8,Розничная торговля,48
2691,282,8,Оптовая торговля,48
2692,282,9,Розничная торговля,43
2693,282,9,Оптовая торговля,42
2694,456,7,Розничная торговля,41
2695,456,7,Оптовая торговля,43
2696,456,8,Розничная торговля,44
2697,456,8,Оптовая торговля,45
2698,456,9,Розничная торговля,42
2699,456,9,Оптовая торговля,43
2700,260,7,Розничная торговля,46
2701,260,7,Оптовая торговля,46
2702,260,8,Розничная торговля,42
2703,260,8,Оптовая торговля,42
2704,260,9,Розничная торговля,43
2705,260,9,Оптовая торговля,42
2706,156,7,Розничная торговля,45
2707,156,7,Оптовая торговля,46
2708,156,8,Розничная торговля,43
2709,156,8,Оптовая торговля,44
2710,156,9,Розничная торговля,44
2711,156,9,Оптовая торговля,45
2712,500,7,Розничная торговля,45
2713,500,7,Оптовая торговля,45
2714,500,8,Розничная торговля,42
2715,500,8,Оптовая торговля,42
2716,500,9,Розничная торговля,46
2717,500,9,Оптовая торговля,47
2718,251,7,Розничная торговля,44
2719,251,7,Оптовая торговля,43
2720,251,8,Розничная торговля,46
2721,251,8,Оптовая торговля,45
2722,251,9,Розничная торговля,45
2723,251,9,Оптовая торговля,44
2724,579,7,Розничная торговля,44
