,Код товара,Дата накладной,"Продажи, шт",скидка,Оптовая торговля,Розничная торговля
191632,1,3,38,12,1,0
191633,1,3,20,11,1,0
191634,1,3,29,6,1,0
191635,1,3,49,1,1,0
191636,1,3,42,7,1,0
191637,1,3,66,10,1,0
191638,1,3,31,18,1,0
191639,1,3,60,1,1,0
191640,1,3,33,6,1,0
191641,1,3,54,1,1,0
191642,1,3,38,18,1,0
191643,1,3,40,12,1,0
191644,1,3,25,8,1,0
191645,1,3,47,7,1,0
191646,1,3,34,1,1,0
191647,1,3,24,12,1,0
191648,1,4,30,1,1,0
191649,1,4,39,0,1,0
191650,1,4,48,9,1,0
191651,1,4,22,2,1,0
191652,1,4,30,7,1,0
191653,1,4,69,7,1,0
191654,1,4,28,14,1,0
191655,1,4,37,12,1,0
191656,1,4,26,17,1,0
191657,1,4,21,10,1,0
191658,1,4,44,9,1,0
191659,1,4,41,16,1,0
191660,1,4,40,12,1,0
191661,1,5,29,0,1,0
191662,1,5,58,19,1,0
191663,1,5,66,3,1,0
191664,1,5,59,3,1,0
191665,1,5,44,11,1,0
191666,1,5,51,11,1,0
191667,1,5,52,6,1,0
191668,1,5,30,10,1,0
191669,1,5,56,8,1,0
191670,1,5,40,0,1,0
191671,1,5,35,8,1,0
191672,1,5,35,15,1,0
191673,1,5,46,12,1,0
191674,1,5,20,9,1,0
191675,1,5,56,7,1,0
191676,1,5,34,14,1,0
191677,1,5,59,9,1,0
191678,1,5,49,6,1,0
191679,1,5,59,6,1,0
191680,1,5,38,7,1,0
191681,1,5,23,9,1,0
191682,1,5,62,15,1,0
191683,1,5,23,10,1,0
191684,1,5,65,5,1,0
191685,1,5,20,18,1,0
191686,1,5,31,0,1,0
191687,1,5,56,19,1,0
191688,1,5,22,0,1,0
191689,1,5,59,16,1,0
191690,1,5,58,14,1,0
191691,1,5,60,2,1,0
191692,1,5,21,10,1,0
191693,1,5,66,4,1,0
191694,1,5,23,2,1,0
191695,1,5,60,5,1,0
191696,1,5,23,17,1,0
191697,1,5,52,5,1,0
191698,1,5,52,13,1,0
191699,1,5,39,9,1,0
191700,1,5,39,6,1,0
191701,1,6,49,14,1,0
191702,1,6,59,11,1,0
191703,1,6,29,15,1,0
191704,1,6,34,1,1,0
191705,1,6,57,4,1,0
191706,1,6,31,17,1,0
191707,1,6,24,7,1,0
191708,1,6,68,0,1,0
191709,1,6,55,4,1,0
191710,1,6,59,16,1,0
191711,1,6,41,1,1,0
191712,1,6,55,3,1,0
191713,1,6,68,17,1,0
191714,1,6,45,0,1,0
191715,1,6,30,19,1,0
191716,1,6,48,15,1,0
191717,1,6,67,1,1,0
191718,1,6,47,6,1,0
191719,1,6,23,13,1,0
191720,1,6,29,1,1,0
191721,1,6,67,11,1,0
191722,1,6,64,18,1,0
191723,1,6,24,18,1,0
191724,1,6,61,5,1,0
191725,1,6,22,11,1,0
191726,1,6,62,0,1,0
191727,1,6,33,14,1,0
191728,1,6,25,9,1,0
191729,1,7,40,11,1,0
191730,1,7,56,5,1,0
191731,1,7,65,2,1,0
191732,1,7,22,8,1,0
191733,1,7,30,13,1,0
191734,1,7,26,18,1,0
191735,1,7,51,19,1,0
191736,1,7,50,1,1,0
191737,1,7,39,10,1,0
191738,1,7,65,0,1,0
191739,1,7,53,10,1,0
191740,1,7,24,5,1,0
191741,1,7,30,1,1,0
191742,1,7,41,9,1,0
191743,1,7,53,4,1,0
191744,1,7,21,12,1,0
191745,1,7,26,8,1,0
191746,1,7,24,18,1,0
191747,1,7,34,5,1,0
191748,1,7,44,6,1,0
191749,1,7,61,4,1,0
191750,1,7,65,5,1,0
191751,1,7,29,0,1,0
191752,1,7,27,5,1,0
191753,1,7,41,12,1,0
191754,1,7,29,1,1,0
191755,1,7,31,12,1,0
191756,1,7,35,8,1,0
191757,1,7,44,9,1,0
191758,1,7,20,5,1,0
191759,1,7,57,15,1,0
191760,1,8,58,3,1,0
191761,1,8,66,2,1,0
191762,1,8,35,4,1,0
191763,1,8,24,16,1,0
191764,1,8,58,12,1,0
191765,1,8,68,14,1,0
191766,1,8,53,10,1,0
191767,1,8,33,8,1,0
191768,1,8,40,4,1,0
191769,1,8,21,6,1,0
191770,1,8,22,17,1,0
191771,1,8,28,17,1,0
191772,1,8,55,13,1,0
191773,1,8,65,18,1,0
191774,1,8,55,5,1,0
191775,1,8,24,4,1,0
191776,1,8,67,1,1,0
191777,1,8,28,19,1,0
191778,1,8,48,0,1,0
191779,1,8,44,2,1,0
191780,1,8,64,19,1,0
191781,1,8,24,15,1,0
191782,1,8,65,0,1,0
191783,1,8,30,12,1,0
191784,1,8,51,0,1,0
191785,1,8,41,19,1,0
191786,1,8,51,13,1,0
191787,1,8,23,10,1,0
191788,1,8,42,8,1,0
191789,1,8,41,19,1,0
191790,1,8,58,3,1,0
191791,1,8,57,12,1,0
191792,1,8,45,17,1,0
191793,1,8,49,18,1,0
191794,1,8,23,9,1,0
191795,1,8,44,19,1,0
191796,1,8,57,10,1,0
191797,1,8,36,5,1,0
191798,1,8,64,4,1,0
191799,1,8,69,16,1,0
191800,1,8,30,4,1,0
191801,1,9,31,10,1,0
191802,1,9,43,0,1,0
191803,1,9,23,16,1,0
191804,1,9,53,0,1,0
191805,1,9,33,10,1,0
191806,1,9,33,14,1,0
191807,1,9,61,9,1,0
191808,1,9,43,8,1,0
191809,1,9,33,7,1,0
191810,1,9,23,2,1,0
191811,1,9,48,17,1,0
191812,1,9,39,7,1,0
191813,1,9,59,12,1,0
191814,1,9,26,1,1,0
191815,1,9,26,9,1,0
191816,1,9,69,3,1,0
191817,1,9,37,12,1,0
191818,1,9,33,14,1,0
191819,1,9,69,9,1,0
191820,1,9,32,6,1,0
191821,1,9,64,14,1,0
191822,1,9,27,16,1,0
191823,1,10,46,11,1,0
191824,1,10,21,7,1,0
191825,1,10,29,15,1,0
191826,1,10,25,4,1,0
191827,1,10,46,4,1,0
191828,1,10,34,0,1,0
191829,1,10,56,16,1,0
191830,1,10,34,5,1,0
191831,1,10,57,15,1,0
191832,1,10,25,7,1,0
191833,1,10,56,6,1,0
191834,1,10,38,10,1,0
191835,1,10,65,0,1,0
191836,1,10,63,12,1,0
191837,1,10,30,18,1,0
191838,1,10,26,15,1,0
191839,1,10,48,13,1,0
191840,1,10,69,6,1,0
191841,1,10,35,12,1,0
191842,1,10,57,6,1,0
191843,1,10,63,5,1,0
191844,1,11,39,0,1,0
191845,1,11,45,16,1,0
191846,1,11,47,17,1,0
191847,1,11,56,11,1,0
191848,1,11,28,15,1,0
191849,1,11,59,10,1,0
191850,1,11,67,12,1,0
191851,1,11,33,5,1,0
191852,1,11,41,15,1,0
191853,1,11,33,13,1,0
191854,1,11,64,19,1,0
191855,1,11,57,9,1,0
191856,1,11,26,2,1,0
191857,1,11,22,19,1,0
191858,1,11,20,0,1,0
191859,1,11,42,4,1,0
191860,1,11,52,5,1,0
191861,1,11,34,9,1,0
191862,1,11,68,1,1,0
191863,1,11,27,5,1,0
191864,1,11,49,13,1,0
191865,1,11,44,0,1,0
191866,1,11,63,0,1,0
191867,1,11,60,9,1,0
191868,1,11,23,5,1,0
191869,1,11,34,13,1,0
191870,1,11,67,19,1,0
191871,1,12,47,19,1,0
191872,1,12,36,9,1,0
191873,1,12,64,8,1,0
191874,1,12,48,14,1,0
191875,1,12,45,12,1,0
191876,1,12,66,18,1,0
191877,1,12,35,12,1,0
191878,1,12,35,11,1,0
191879,1,12,60,15,1,0
191880,1,12,55,2,1,0
191881,1,12,42,17,1,0
191882,1,12,32,9,1,0
191883,1,12,63,16,1,0
191884,1,12,39,0,1,0
191885,1,12,44,11,1,0
191886,1,12,62,1,1,0
191887,1,12,54,8,1,0
191888,1,12,46,7,1,0
191889,1,12,55,7,1,0
191890,1,12,53,13,1,0
191891,1,12,59,6,1,0
191892,1,12,56,18,1,0
191893,1,12,47,2,1,0
191894,1,12,68,19,1,0
191895,1,12,54,17,1,0
191896,1,12,30,9,1,0
191897,1,12,31,11,1,0
191898,1,12,59,3,1,0
191899,1,12,23,3,1,0
191900,1,12,54,12,1,0
191901,1,12,56,13,1,0
191902,1,12,60,13,1,0
191903,1,12,51,1,1,0
191904,1,12,49,5,1,0
191905,1,12,54,7,1,0
191906,1,1,46,18,1,0
191907,1,1,60,3,1,0
191908,1,1,69,2,1,0
191909,1,1,28,3,1,0
191910,1,1,38,4,1,0
191911,1,1,68,19,1,0
191912,1,1,64,19,1,0
191913,1,1,32,3,1,0
191914,1,1,23,13,1,0
191915,1,1,35,4,1,0
191916,1,1,44,15,1,0
191917,1,2,34,5,1,0
191918,1,2,59,11,1,0
191919,1,2,23,3,1,0
191920,1,2,61,4,1,0
191921,1,2,40,0,1,0
191922,1,2,46,7,1,0
191923,1,2,54,2,1,0
191924,1,2,21,11,1,0
191925,1,2,46,3,1,0
191926,1,2,38,0,1,0
191927,1,2,31,12,1,0
191928,1,2,21,14,1,0
191929,1,2,35,19,1,0
191930,1,2,52,9,1,0
191931,1,2,44,10,1,0
191932,1,2,26,6,1,0
191933,1,2,42,4,1,0
191934,1,2,44,17,1,0
191935,1,2,31,9,1,0
191936,1,2,41,0,1,0
191937,1,2,59,4,1,0
191938,1,2,58,16,1,0
191939,1,2,64,0,1,0
191940,1,2,68,16,1,0
191941,1,2,31,16,1,0
191942,1,3,67,4,1,0
191943,1,3,50,9,1,0
191944,1,3,51,12,1,0
191945,1,3,68,10,1,0
191946,1,3,28,2,1,0
191947,1,3,42,11,1,0
191948,1,3,57,16,1,0
191949,1,3,27,7,1,0
191950,1,3,67,11,1,0
191951,1,3,30,0,1,0
191952,1,3,48,13,1,0
191953,1,3,31,16,1,0
191954,1,3,60,6,1,0
191955,1,3,60,15,1,0
191956,1,4,32,11,1,0
191957,1,4,39,14,1,0
191958,1,4,30,17,1,0
191959,1,4,63,14,1,0
191960,1,4,66,3,1,0
191961,1,4,69,4,1,0
191962,1,4,64,17,1,0
191963,1,4,53,2,1,0
191964,1,4,40,18,1,0
191965,1,4,66,1,1,0
191966,1,4,63,15,1,0
191967,1,4,42,5,1,0
191968,1,4,22,17,1,0
191969,1,4,31,3,1,0
191970,1,4,22,15,1,0
191971,1,4,38,15,1,0
191972,1,5,49,18,1,0
191973,1,5,45,14,1,0
191974,1,5,65,16,1,0
191975,1,5,30,19,1,0
191976,1,5,64,8,1,0
191977,1,5,35,3,1,0
191978,1,5,59,7,1,0
191979,1,5,20,17,1,0
191980,1,5,56,19,1,0
191981,1,5,31,3,1,0
191982,1,5,49,13,1,0
191983,1,5,62,8,1,0
191984,1,5,54,11,1,0
191985,1,6,45,19,1,0
191986,1,6,32,11,1,0
191987,1,6,41,17,1,0
191988,1,6,38,4,1,0
191989,1,6,29,9,1,0
191990,1,6,33,15,1,0
191991,1,6,56,8,1,0
191992,1,6,25,15,1,0
191993,1,6,26,8,1,0
191994,1,6,48,19,1,0
191995,1,6,35,14,1,0
191996,1,6,36,8,1,0
191997,1,6,31,1,1,0
191998,1,6,44,14,1,0
191999,1,6,29,15,1,0
192000,1,6,53,10,1,0
192001,1,6,65,7,1,0
192002,1,6,55,4,1,0
192003,1,6,20,12,1,0
192004,1,6,26,19,1,0
192005,1,6,31,0,1,0
192006,1,6,27,12,1,0
192007,1,6,27,10,1,0
192008,1,2,64,15,1,0
192009,1,3,59,2,1,0
192010,1,3,61,16,1,0
192011,1,3,35,3,1,0
192012,1,4,62,15,1,0
192013,1,4,41,15,1,0
192014,1,4,25,2,1,0
192015,1,4,28,1,1,0
192016,1,4,27,8,1,0
192017,1,5,40,3,1,0
192018,1,5,23,7,1,0
192019,1,6,25,18,1,0
192020,1,6,64,13,1,0
192021,1,7,39,11,1,0
192022,1,7,69,6,1,0
192023,1,7,49,18,1,0
192024,1,8,65,2,1,0
192025,1,9,52,8,1,0
192026,1,10,68,19,1,0
192027,1,11,58,6,1,0
192028,1,11,23,18,1,0
192029,1,12,58,14,1,0
192030,1,12,32,15,1,0
192031,1,12,25,0,1,0
192032,1,2,57,4,1,0
192033,1,2,47,5,1,0
192034,1,2,32,12,1,0
192035,1,2,52,14,1,0
192036,1,2,31,4,1,0
192037,1,3,42,8,1,0
192038,1,3,31,19,1,0
192039,1,3,31,16,1,0
192040,1,3,30,6,1,0
192041,1,3,49,17,1,0
192042,1,3,63,7,1,0
192043,1,3,40,3,1,0
192044,1,3,27,7,1,0
192045,1,3,30,12,1,0
192046,1,4,46,2,1,0
192047,1,4,54,1,1,0
192048,1,4,61,9,1,0
192049,1,4,39,11,1,0
192050,1,4,47,8,1,0
192051,1,4,30,6,1,0
192052,1,4,58,2,1,0
192053,1,4,40,10,1,0
192054,1,5,51,8,1,0
192055,1,5,50,18,1,0
192056,1,5,67,4,1,0
192057,1,5,64,11,1,0
192058,1,6,51,15,1,0
192059,1,6,23,4,1,0
192060,1,6,61,3,1,0
192061,1,6,22,6,1,0
192062,1,6,58,8,1,0
192063,1,6,37,12,1,0
192064,1,6,54,10,1,0
192065,1,6,37,10,1,0
192066,1,1,44,12,1,0
192067,1,1,52,3,1,0
192068,1,1,45,7,1,0
192069,1,1,60,11,1,0
192070,1,1,48,16,1,0
192071,1,1,24,9,1,0
192072,1,1,62,8,1,0
192073,1,2,64,4,1,0
192074,1,2,52,13,1,0
192075,1,2,55,0,1,0
192076,1,2,28,17,1,0
192077,1,2,32,11,1,0
192078,1,2,35,19,1,0
192079,1,3,22,8,1,0
192080,1,3,60,0,1,0
192081,1,3,30,8,1,0
192082,1,3,51,4,1,0
192083,1,3,55,16,1,0
192084,1,3,44,10,1,0
192085,1,3,56,2,1,0
192086,1,4,49,19,1,0
192087,1,4,35,8,1,0
192088,1,4,43,15,1,0
192089,1,4,43,15,1,0
192090,1,4,34,1,1,0
192091,1,4,54,14,1,0
192092,1,4,47,4,1,0
192093,1,5,31,14,1,0
192094,1,5,32,7,1,0
192095,1,5,68,14,1,0
192096,1,5,36,19,1,0
192097,1,5,43,2,1,0
192098,1,5,29,8,1,0
192099,1,5,49,15,1,0
192100,1,6,30,8,1,0
192101,1,6,34,11,1,0
192102,1,7,28,14,1,0
192103,1,7,21,11,1,0
192104,1,7,35,15,1,0
192105,1,8,68,1,1,0
192106,1,8,58,19,1,0
192107,1,8,64,1,1,0
192108,1,8,54,0,1,0
192109,1,8,34,1,1,0
192110,1,9,51,8,1,0
192111,1,9,40,19,1,0
192112,1,9,31,12,1,0
192113,1,9,20,0,1,0
192114,1,9,29,9,1,0
192115,1,10,35,6,1,0
192116,1,10,62,15,1,0
192117,1,10,37,7,1,0
192118,1,10,65,6,1,0
192119,1,10,69,18,1,0
192120,1,11,25,7,1,0
192121,1,11,63,16,1,0
192122,1,11,64,9,1,0
192123,1,11,25,7,1,0
192124,1,12,40,4,1,0
192125,1,12,56,14,1,0
192126,1,12,36,15,1,0
192127,1,12,25,15,1,0
192128,1,12,29,13,1,0
192129,1,12,34,6,1,0
192130,1,12,44,18,1,0
192131,1,12,47,9,1,0
192132,1,1,30,9,1,0
192133,1,2,39,8,1,0
192134,1,2,21,16,1,0
192135,1,2,66,0,1,0
192136,1,2,21,6,1,0
192137,1,2,38,1,1,0
192138,1,3,43,2,1,0
192139,1,3,52,17,1,0
192140,1,3,30,12,1,0
192141,1,3,67,10,1,0
192142,1,3,40,12,1,0
192143,1,3,31,12,1,0
192144,1,4,24,1,1,0
192145,1,4,51,9,1,0
192146,1,4,29,11,1,0
192147,1,4,26,7,1,0
192148,1,4,56,9,1,0
192149,1,4,61,14,1,0
192150,1,5,54,9,1,0
192151,1,5,34,2,1,0
192152,1,5,59,5,1,0
192153,1,5,46,6,1,0
192154,1,5,43,4,1,0
192155,1,6,29,16,1,0
192156,1,6,42,1,1,0
192157,1,6,20,11,1,0
192158,1,6,26,11,1,0
192159,1,6,29,2,1,0
192160,1,6,62,4,1,0
192161,1,6,25,1,1,0
